epoch,loss,val_loss
0,62667.296875,937.7496948242188
1,84462.46875,913.6754760742188
2,116693.71875,784.230712890625
3,82006.515625,943.0763549804688
4,126868.2734375,893.3675537109375
5,68256.984375,916.9365234375
6,125747.84375,469.8302917480469
7,59954.51953125,808.1214599609375
8,97934.8671875,636.113525390625
9,64120.6953125,347.16583251953125
10,79406.1875,508.4208679199219
11,60545.84375,346.18182373046875
12,15966.9453125,530.1102294921875
13,56612.81640625,818.8031616210938
14,78419.0703125,427.0970458984375
15,58812.99609375,379.0776672363281
16,55057.66796875,251.871337890625
17,40178.4609375,766.5404663085938
18,61746.59375,688.0447998046875
19,57367.52734375,199.37506103515625
20,37995.2421875,946.2611694335938
21,132329.390625,537.1617431640625
22,46656.171875,407.39849853515625
23,48269.52734375,524.4401245117188
24,40802.51171875,341.5831604003906
25,61300.33984375,184.353515625
26,27138.70703125,587.8681030273438
27,69986.3125,685.0394287109375
28,148810.25,360.2774963378906
29,42222.93359375,605.0492553710938
30,58232.4921875,206.89170837402344
31,21454.73828125,1081.5872802734375
32,77319.859375,350.2658386230469
33,40613.95703125,252.3656768798828
34,23354.94140625,453.00836181640625
35,57201.734375,413.1861267089844
36,31808.357421875,410.7783203125
37,31776.576171875,215.7616424560547
38,21465.791015625,488.7145080566406
39,55022.796875,366.66302490234375
40,24541.0625,437.916259765625
41,52343.34765625,185.14907836914062
42,22062.193359375,307.1524658203125
43,43167.171875,320.85809326171875
44,23428.54296875,205.38088989257812
45,38143.1328125,290.66766357421875
46,21354.814453125,288.1935119628906
47,44534.99609375,174.648681640625
48,17606.564453125,319.91949462890625
49,43171.56640625,345.244384765625
50,13446.8369140625,199.3555908203125
51,26053.994140625,263.9703063964844
52,20292.28515625,372.5538330078125
53,38928.24609375,193.1350860595703
54,16166.8828125,262.23834228515625
55,34606.71484375,175.13429260253906
56,17964.525390625,54.13737106323242
57,33391.69921875,49.88557434082031
58,15169.2578125,229.74729919433594
59,31197.240234375,132.16387939453125
60,11537.1181640625,337.5563049316406
61,32045.33984375,302.8128356933594
62,4564.84619140625,655.8323364257812
63,59178.9140625,193.7881317138672
64,14704.0927734375,209.7266387939453
65,21600.263671875,120.26872253417969
66,11915.0498046875,300.163330078125
67,25554.57421875,66.53218841552734
68,7104.77099609375,296.6477966308594
69,24904.654296875,265.36968994140625
70,5254.3271484375,493.7086486816406
71,39763.47265625,342.9915771484375
72,17290.4921875,439.18194580078125
73,42955.14453125,80.34917449951172
74,11534.931640625,286.6032409667969
75,22639.005859375,82.09932708740234
76,12320.158203125,263.58551025390625
77,20385.603515625,115.5814208984375
78,10638.611328125,358.6300048828125
79,24494.6875,124.48309326171875
80,15363.916015625,231.1033477783203
81,15803.9228515625,121.05513763427734
82,15449.41015625,210.98236083984375
83,14286.9013671875,79.36321258544922
84,15596.4736328125,170.5945281982422
85,12084.8740234375,66.82465362548828
86,14340.40234375,167.50347900390625
87,10461.5576171875,128.5347137451172
88,18541.099609375,115.12342071533203
89,9611.3701171875,180.8818359375
90,22866.076171875,138.04319763183594
91,8984.90234375,161.67056274414062
92,19410.615234375,60.33475112915039
93,7940.46826171875,181.05796813964844
94,22745.419921875,98.91451263427734
95,6507.5361328125,88.23329162597656
96,20037.458984375,113.85707092285156
97,5629.8974609375,169.77996826171875
98,20164.7109375,86.71903991699219
99,5522.7734375,48.84977722167969
100,19953.68359375,56.21414566040039
101,5525.8232421875,152.68211364746094
102,19048.380859375,94.27632904052734
103,5637.4140625,157.5238494873047
104,20537.345703125,160.18707275390625
105,6012.755859375,86.36991882324219
106,13068.068359375,89.94596862792969
107,5493.392578125,136.83396911621094
108,16683.693359375,92.84712982177734
109,5409.8828125,151.7720184326172
110,19296.68359375,87.95022583007812
111,5506.376953125,155.04031372070312
112,17858.51171875,92.72994232177734
113,5323.556640625,91.22061157226562
114,17050.283203125,87.01519012451172
115,5318.04833984375,166.47462463378906
116,20006.427734375,82.8236083984375
117,5213.64599609375,94.34713745117188
118,20368.78515625,52.50334548950195
119,5303.42919921875,177.62777709960938
120,19597.609375,87.66936492919922
121,5121.25634765625,178.33465576171875
122,20360.892578125,84.0955581665039
123,5238.63818359375,162.77752685546875
124,20898.69140625,93.8134536743164
125,5139.92578125,184.600341796875
126,20343.5,89.8543701171875
127,5251.6904296875,98.96887969970703
128,20889.189453125,160.9767608642578
129,8276.587890625,352.65673828125
130,31109.208984375,112.8829345703125
131,6076.85302734375,148.38597106933594
132,20226.40234375,70.11691284179688
133,5141.8994140625,173.3858184814453
134,21016.07421875,140.99850463867188
135,5987.55517578125,153.71188354492188
136,20196.40625,152.60926818847656
137,5361.58544921875,116.60033416748047
138,20702.525390625,112.59420776367188
139,7003.76513671875,146.08981323242188
140,19092.55859375,69.94668579101562
141,6606.04345703125,57.870811462402344
142,18138.458984375,54.20103073120117
143,5400.56787109375,148.667724609375
144,20448.134765625,85.72599029541016
145,7118.59228515625,125.34846496582031
146,17459.494140625,100.5235824584961
147,6088.857421875,159.41944885253906
148,18967.857421875,82.49866485595703
149,6810.96875,87.0155258178711
150,18795.6953125,71.63080596923828
151,6364.51123046875,72.09577178955078
152,16625.7109375,95.69091033935547
153,6945.99951171875,80.81761932373047
154,11028.50390625,105.97427368164062
155,6898.09326171875,59.597843170166016
156,18890.53125,57.14194869995117
157,6055.27490234375,85.41203308105469
158,10541.7001953125,103.96905517578125
159,6731.27294921875,51.11453628540039
160,14777.3798828125,93.24391174316406
161,6197.40185546875,149.5863800048828
162,19473.576171875,54.389305114746094
163,5452.6044921875,176.71514892578125
164,20594.876953125,115.88790130615234
165,11561.19140625,357.95709228515625
166,30747.7109375,115.38846588134766
167,6560.94287109375,168.759521484375
168,19041.421875,99.61287689208984
169,5952.0751953125,163.9847869873047
170,18700.1640625,100.13033294677734
171,6483.52294921875,116.14830780029297
172,15867.470703125,99.7684326171875
173,6354.744140625,62.10961151123047
174,7416.7626953125,102.04512786865234
175,6226.12255859375,50.77421951293945
176,15816.0625,92.58464050292969
177,5844.4814453125,138.73695373535156
178,19935.6875,53.235984802246094
179,5514.28173828125,162.5235595703125
180,20053.02734375,92.76152038574219
181,6121.6806640625,47.548912048339844
182,17760.703125,81.49776458740234
183,5780.3544921875,81.27880859375
184,18939.873046875,74.33238220214844
185,5742.41259765625,62.20001983642578
186,14568.794921875,89.6773681640625
187,5670.86572265625,72.04303741455078
188,18189.53125,73.83377075195312
189,5507.7998046875,153.3109130859375
190,19801.478515625,89.04344177246094
191,5590.38671875,155.8865966796875
192,20439.95703125,55.16891860961914
193,5488.6181640625,181.3155059814453
194,20589.322265625,49.29402160644531
195,5587.68505859375,175.4077911376953
196,20539.31640625,134.6226348876953
197,5697.57275390625,159.5608673095703
198,19716.029296875,93.40340423583984
199,5900.197265625,167.05767822265625
200,19737.62109375,91.98151397705078
201,5652.7958984375,175.34930419921875
202,20399.76171875,80.64537048339844
203,5911.62451171875,167.24298095703125
204,20159.533203125,75.3558349609375
205,5825.599609375,48.010040283203125
206,7858.72314453125,100.31936645507812
207,5801.8095703125,166.03285217285156
208,19651.775390625,94.23819732666016
209,5913.0576171875,107.46434783935547
210,17618.689453125,93.29634857177734
211,5794.37646484375,175.49514770507812
212,20326.35546875,62.54457473754883
213,5774.90283203125,133.13746643066406
214,19369.01953125,91.48309326171875
215,6027.12890625,70.39253997802734
216,20111.75390625,154.0486602783203
217,5713.41650390625,79.41881561279297
218,19186.21484375,87.8431396484375
219,6910.77490234375,166.91073608398438
220,18851.30859375,100.67262268066406
221,6800.40673828125,132.26107788085938
222,16470.427734375,102.4299087524414
223,6482.849609375,159.29217529296875
224,18974.6015625,92.80342102050781
225,5568.59912109375,168.1802520751953
226,7190.8642578125,924.6461791992188
227,195788.875,69.65448760986328
228,4925.0986328125,329.5237731933594
229,51503.9140625,117.01624298095703
230,11051.5673828125,211.299072265625
231,26108.12109375,50.874778747558594
232,10458.603515625,129.90296936035156
233,14907.158203125,130.48138427734375
234,13835.3505859375,101.82054901123047
235,9618.9130859375,132.1339874267578
236,19953.22265625,43.17771911621094
237,6323.03955078125,106.9333724975586
238,13277.6982421875,88.60435485839844
239,5439.8916015625,177.64614868164062
240,20766.4296875,134.5968017578125
241,15753.263671875,350.9647521972656
242,31499.07421875,119.6275405883789
243,5995.13427734375,103.96453857421875
244,27726.640625,80.8057632446289
245,5230.1962890625,174.5465087890625
246,20967.193359375,53.20155334472656
247,6760.4541015625,162.94326782226562
248,19308.26171875,76.97847747802734
249,6595.20068359375,65.03292083740234
250,17695.16796875,84.20677947998047
251,6308.95263671875,131.0423126220703
252,19325.619140625,60.62961196899414
253,5399.23583984375,146.453857421875
254,18844.306640625,104.0951919555664
255,6887.5693359375,147.37091064453125
256,19197.82421875,63.52594757080078
257,5301.34619140625,174.0976104736328
258,20826.46484375,112.98804473876953
259,7070.75,357.2763977050781
260,31543.146484375,246.05552673339844
261,6881.59228515625,62.116817474365234
262,8184.0498046875,101.7900161743164
263,6616.3662109375,156.28945922851562
264,19419.9921875,217.767822265625
265,75142.1796875,425.50048828125
266,28916.64453125,74.42354583740234
