epoch,loss,val_loss
0,64.04192352294922,28.567569732666016
1,19.560298919677734,17.099319458007812
2,16.430208206176758,16.053253173828125
3,15.345783233642578,15.957585334777832
4,14.75352668762207,15.054201126098633
5,14.331092834472656,14.673139572143555
6,13.994697570800781,15.327360153198242
7,14.09953498840332,14.31932544708252
8,13.752976417541504,15.034659385681152
9,13.425446510314941,14.85413932800293
10,13.589385032653809,13.998138427734375
11,13.520845413208008,13.83222484588623
12,13.245335578918457,14.036344528198242
13,13.463656425476074,15.504640579223633
14,13.042926788330078,13.858418464660645
15,13.015107154846191,13.824272155761719
16,13.124311447143555,14.751079559326172
17,14.348027229309082,13.847214698791504
18,12.990778923034668,13.568934440612793
19,12.923426628112793,13.532966613769531
20,13.367375373840332,13.540006637573242
21,12.92501449584961,13.923422813415527
22,13.045116424560547,13.614676475524902
23,12.795802116394043,14.290457725524902
24,13.028372764587402,14.242881774902344
25,13.085196495056152,14.000357627868652
26,12.867554664611816,13.65007495880127
27,12.8811616897583,13.672492980957031
28,13.142314910888672,13.786459922790527
29,12.816970825195312,13.640312194824219
30,12.861637115478516,14.978053092956543
31,12.820788383483887,13.498725891113281
32,12.816851615905762,13.904622077941895
33,12.672403335571289,14.622963905334473
34,13.092375755310059,14.3189058303833
35,12.904996871948242,13.44218921661377
36,12.815911293029785,13.905561447143555
37,12.945670127868652,13.316908836364746
38,12.610912322998047,13.321446418762207
39,12.864968299865723,14.404539108276367
40,12.993432998657227,14.15825080871582
41,12.542315483093262,14.511627197265625
42,12.580785751342773,13.665480613708496
43,12.500450134277344,13.328075408935547
44,12.79375171661377,13.360837936401367
45,12.589268684387207,13.537237167358398
46,12.566588401794434,13.762916564941406
47,12.778853416442871,13.417909622192383
48,12.578596115112305,15.733476638793945
49,12.782453536987305,14.948999404907227
50,13.300396919250488,13.315673828125
51,12.440152168273926,13.288472175598145
52,12.476537704467773,13.222315788269043
53,12.381124496459961,13.375879287719727
54,12.48007583618164,13.49567985534668
55,12.380513191223145,14.185039520263672
56,12.781798362731934,13.951176643371582
57,12.67602825164795,13.763819694519043
58,12.618752479553223,13.250677108764648
59,12.763370513916016,14.86963939666748
60,12.829644203186035,13.234027862548828
61,12.398420333862305,13.316969871520996
62,12.562923431396484,13.801271438598633
63,12.721596717834473,13.257257461547852
64,12.630230903625488,13.227394104003906
65,12.931682586669922,14.58692741394043
66,12.778011322021484,13.209880828857422
67,12.448862075805664,13.178231239318848
68,12.624374389648438,13.330693244934082
69,12.655585289001465,13.36890697479248
70,12.327330589294434,13.535186767578125
71,12.379022598266602,13.568436622619629
72,12.58998966217041,13.263667106628418
73,12.272151947021484,13.544086456298828
74,12.302919387817383,13.349815368652344
75,12.25891399383545,13.537795066833496
76,12.772168159484863,13.168018341064453
77,12.27428150177002,13.238272666931152
78,12.30761432647705,13.499595642089844
79,12.505165100097656,13.151341438293457
80,12.427643775939941,13.203788757324219
81,12.445730209350586,15.001114845275879
82,12.611748695373535,13.351781845092773
83,12.413649559020996,13.61224365234375
84,12.54367446899414,13.16943359375
85,12.217166900634766,13.15623950958252
86,12.12578010559082,13.619162559509277
87,12.296963691711426,13.185750007629395
88,12.166553497314453,13.12244987487793
89,12.721039772033691,14.169022560119629
90,12.256403923034668,13.68102741241455
